Unnamed: 0.1,brand,name,price,spec_rating,processor,CPU,Ram,Ram_type,ROM,ROM_type,GPU,display_size,resolution_width,resolution_height,OS,warranty,ram_gb,storage_gb,cpu_score,gpu_class,touchscreen,weight_kg
0,HP,Victus 15-fb0157AX Gaming Laptop,9580800,73,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,4GB AMD Radeon RX 6500M,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,75,3,0,2.0
1,HP,15s-fq5007TU Laptop,7660800,60,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,60,2,0,2.0
2,Acer,One 14 Z8-415 Laptop,5182080,69,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,14.0,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,60,2,0,2.0
3,Lenovo,Yoga Slim 6 14IAP8 82WU0095IN Laptop,11467968,66,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",16GB,LPDDR5,512GB,SSD,Intel Integrated Iris Xe,14.0,2240.0,1400.0,Windows 11 OS,1,16.0,512.0,75,2,0,2.0
4,Apple,MacBook Air 2020 MGND3HN Laptop,13438080,69,Apple M1,Octa Core (4P + 4E),8GB,DDR4,256GB,SSD,Apple M1 Integrated Graphics,13.3,2560.0,1600.0,Mac OS,1,8.0,256.0,50,1,0,2.0
5,Acer,Extensa EX214-53 Laptop,7678080,62,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",8GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,14.0,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,75,2,0,2.0
6,Dell,Inspiron 3520 D560896WIN9B Laptop,7063680,60,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,60,2,0,2.0
7,Acer,Nitro V ANV15-51 2023 Gaming Laptop,14782080,63,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16GB,DDR5,512GB,SSD,6GB NVIDIA GeForce RTX 4050,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,75,4,0,2.0
8,Asus,Vivobook 15 X1502ZA-EJ523WS Laptop,9406080,64,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",8GB,DDR4,512GB,SSD,Intel Iris Xe,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,75,2,0,2.0
9,Samsung,Galaxy Book2 Pro 13 Laptop,14398080,68,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",16GB,LPDDR5,512GB,SSD,Intel Iris Xe Graphics,13.3,1080.0,1920.0,Windows 11 OS,1,16.0,512.0,75,2,0,2.0
10,Lenovo,V15 G3 IAP 82TTA08AIN Laptop,9598080,69,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,512GB,SSD,Intel Integrated UHD,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,85,2,0,2.0
11,Ultimus,Pro NU14U3INC43BN-CS Laptop,2110080,69,Intel Celeron  N4020,"Dual Core, 2 Threads",4GB,DDR4,128GB,SSD,Intel Integrated UHD Graphics,14.1,1366.0,768.0,Windows 11 OS,1,4.0,128.0,40,2,0,2.0
12,Asus,TUF Gaming F15 2022 FX507ZC4-HN116W Gaming Laptop,14014080,76,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,75,4,0,2.0
13,Primebook,4G Android Laptop,2110080,69,MediaTek MTK8788,Octa Core,4GB,LPDDR4,64GB,Hard-Disk,ARM Mali G72,11.6,1366.0,768.0,Android 11 OS,1,4.0,64.0,50,1,0,2.0
15,Lenovo,V15 G4 ‎82YU00W7IN Laptop,5758080,69,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8GB,LPDDR5,512GB,SSD,AMD Radeon Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,60,3,0,2.0
16,Asus,TUF Gaming F15 FX506HF-HN024W Gaming Laptop,10300608,70,11th Gen Intel Core i5 11400H ,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,75,4,0,2.0
17,MSI,Modern 14 C11M-031IN Laptop,6526080,69,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD,14.0,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,60,2,0,2.0
18,Infinix,Zerobook 2023 Laptop,15358080,71,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",32GB,LPDDR5X,1TB,SSD,Intel Integrated Iris Xe,15.6,1920.0,1080.0,Windows 11 OS,1,32.0,1.0,95,2,0,2.0
19,HP,Victus 15-fa0666TX Gaming Laptop,13246080,65,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,75,4,0,2.0
20,Lenovo,IdeaPad Gaming 3 15IHU6 82K101GSIN Laptop,8830080,71,11th Gen Intel Core i5 11300H,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce GTX 1650,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,75,4,0,2.0
21,Asus,Vivobook 16X 2022 M1603QA-MB502WS Laptop,9580800,65,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Vega 7,16.0,1920.0,1200.0,Windows 11 OS,1,8.0,512.0,75,3,0,2.0
22,Apple,MacBook Air 2022 Laptop,20158080,69,Apple M2,Octa Core (4P + 4E),8GB,DDR4,256GB,SSD,8-Core GPU,13.6,2560.0,1664.0,Mac OS,1,8.0,256.0,50,1,0,2.0
23,Acer,Aspire 7 A715-76G UN.QMYSI.002 Gaming Laptop,10558080,72,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,75,4,0,2.0
24,HP,15s-fq2510tu Laptop,9519360,64,11th Gen Intel Core i5 1135G7 ,"Quad Core, 8 Threads",16GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,75,2,0,2.0
25,Asus,Vivobook 16X 2022 M1603QA-MB711WS Laptop,10750080,71,5th Gen AMD Ryzen 7  5800H,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,AMD Radeon Vega 7,16.0,1920.0,1200.0,Windows 11 OS,1,16.0,512.0,85,3,0,2.0
26,HP,15s-eq2132AU Laptop,8446080,63,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,AMD Radeon AMD,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,75,3,0,2.0
27,HP,255 G9 840T7PA Laptop,3811200,69,3rd Gen AMD Athlon 3050U,"Dual Core, 2 Threads",4GB,DDR4,256GB,SSD,AMD Integrated,15.6,1366.0,768.0,DOS OS,1,4.0,256.0,50,1,0,2.0
28,Acer,Extensa 15 EX215-33 2023 Laptop,5566080,69,Intel Core i3 N305,"Octa Core, 8 Threads",8GB,LPDDR5,512GB,SSD,Intel Integrated UHD,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,60,2,0,2.0
29,Acer,Aspire 5 A515-57G UN.K9TSI.002 Gaming Laptop,10559808,71,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,75,4,0,2.0
30,Dell,Inspiron 3530 Laptop,13630080,69,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,512GB,SSD,Intel UHD Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,85,2,0,2.0
31,Lenovo,IdeaPad Gaming 3 82SB00V2IN Laptop,10922688,60,6th Gen AMD Ryzen 5 6600H,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,75,4,0,2.0
32,Acer,Predator Helios Neo 16 2023 PHN16-71 Gaming Laptop,34536960,78,13th Gen Intel Core i9 13900HX,"24 Cores (8P + 16E), 32 Threads",16GB,DDR5,1TB,SSD,8GB NVIDIA GeForce RTX 4070,16.0,1920.0,1200.0,Windows 11 OS,1,16.0,1.0,95,4,0,2.0
33,HP,Victus 15-fb0150AX Gaming Laptop,10327680,71,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,4GB AMD Radeon RX 6500M Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,75,3,0,2.0
34,Acer,Aspire Lite AL15 Laptop,7294080,60,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,AMD Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,75,1,0,2.0
35,Acer,Nitro 5 AN515-58 NH.QFSSI.001 Gaming Laptop,18622080,77,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16GB,DDR4,1TB,SSD,8GB NVIDIA GeForce RTX 3070 Ti,15.6,2560.0,1440.0,Windows 11 OS,1,16.0,1.0,85,4,0,2.0
36,HP,Pavilion 15-eg3081TU Laptop,13822080,66,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",16GB,DDR4,512GB,SSD,Intel Integrated Integrated,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,75,1,0,2.0
37,HP,Victus 16-d0333TX Gaming Laptop,11518080,75,11th Gen Intel Core i5 11400H ,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce GTX 1650,16.1,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,75,4,0,2.0
38,Lenovo,IdeaPad Slim 5 14IAH8 83BF0045IN Laptop,12094080,60,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16GB,LPDDR5,1TB,SSD,Intel Graphics,14.0,1920.0,1200.0,Windows 11 OS,1,16.0,1.0,75,1,0,2.0
39,Infinix,INBook X3 Slim XL422 2023 Laptop,5950080,69,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,LPDDR4X,512GB,SSD,Intel Integrated Iris Xe,14.0,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,60,2,0,2.0
40,Lenovo,LOQ 15IRH8 82XV00F5IN 2023 Gaming Laptop,14398080,70,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16GB,DDR5,512GB,SSD,6GB NVIDIA GeForce RTX 3050,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,75,4,0,2.0
41,HP,15s-fr2515TU Laptop,7006080,60,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,60,2,0,2.0
42,Dell,G15-5520 2023 Laptop,14974080,73,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16GB,DDR5,1TB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,1.0,75,4,0,2.0
43,Samsung,Galaxy Book2 NP550XED-KA2IN Laptop,10558080,62,12th Gen Intel Core i5 1235U ,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR4,512GB,SSD,Intel Integrated UHD,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,75,2,0,2.0
44,Lenovo,IdeaPad 3 15IAU7 82RK00WXIN Laptop,7908480,69,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,256GB,SSD,Intel UHD Graphics ,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,256.0,60,2,0,2.0
45,Asus,ROG Strix G16 2023 G614JJ-N3086WS Gaming Laptop,17278080,70,13th Gen Intel Core i5 13450HX,"10 Cores (6P + 4E), 16 Threads",16GB,DDR5,512GB,SSD,6GB NVIDIA GeForce RTX 3050,16.0,1920.0,1200.0,Windows 11 OS,1,16.0,512.0,75,4,0,2.0
46,Lenovo,Legion 9i 2023 Laptop,76799808,84,13th Gen Intel Core i9 13980HX,"24 Cores (8P + 16E), 32 Threads",32GB,DDR5,1TB,SSD,16GB NVIDIA GeForce RTX 4090,16.0,3200.0,2000.0,Windows 11 OS,1,32.0,1.0,95,4,0,2.0
47,Wings,Nuvobook V1 Laptop,6142080,69,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,Intel Graphics,15.6,1080.0,1920.0,Windows 11 OS,1,8.0,512.0,75,1,0,2.0
48,Dell,Inspiron 3525 Laptop,6046080,69,5th Gen AMD Ryzen 3 5300U,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Radeon Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,60,3,0,2.0
49,HP,Victus 15-fa0555TX  Laptop,13553280,71,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,75,4,0,2.0
50,Asus,TUF Gaming F15 2023 FX507ZV-LP094W Gaming Laptop,20158080,78,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16GB,DDR4,512GB,SSD,8GB NVIDIA GeForce RTX 4060,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,85,4,0,2.0
51,Lenovo,V15 82QYA00MIN Laptop,4606080,69,Intel Celeron  N4020,"Dual Core, 2 Threads",8GB,DDR4,256GB,SSD,Intel Integrated Intel UHD Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,256.0,40,2,0,2.0
52,HP,255 G9 7B1L8PA Laptop,7295808,64,5th Gen AMD Ryzen 5 5625U,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Graphics,15.6,1366.0,768.0,Windows 11 OS,1,8.0,512.0,75,3,0,2.0
53,Honor,MagicBook X14 2023 ‎FRI-F56 Laptop,10174080,66,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16GB,DDR4,512GB,SSD,Intel UHD Graphics,14.0,1920.0,1200.0,Windows 11 OS,1,16.0,512.0,75,2,0,2.0
54,Lenovo,V15 82KDA01BIH Laptop,5923008,62,5th Gen AMD Ryzen 3 5300U,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,60,3,0,2.0
55,HP,Victus 15-fa0070TX Laptop,11326080,70,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce GTX 1650,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,75,4,0,2.0
56,Zebronics,ZEB-NBC 2S Laptop,6718080,63,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16GB,LPDDR4X,512GB,SSD,Intel Integrated UHD,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,75,2,0,2.0
57,Lenovo,ThinkBook 15 Gen 5 21JF0026MJ Laptop,9598080,69,7th Gen AMD Ryzen 7 7730U,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,AMD Radeon AMD,16.0,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,85,3,0,2.0
58,HP,15S-FQ5202TU Laptop,9941760,69,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,75,2,0,2.0
59,Asus,TUF Gaming F15 FX506HE-HN382W Gaming Laptop,13246080,71,11th Gen Intel Core i7 11800H,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050 Ti,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,85,4,0,2.0
60,Asus,TUF Gaming F15 FX577ZC-HN192W Gaming Laptop,16510080,76,12th Gen Intel Core i7 12700H ,"14 Cores, 20 Threads",16GB,DDR5,1TB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,1.0,85,4,0,2.0
61,Lenovo,LOQ 15IRH8 82XV00BQIN 2023 Gaming Laptop,18622080,67,13th Gen Intel Core i7 13620H,"10 Cores (6P + 4E), 16 Threads",16GB,DDR5,512GB,SSD,6GB NVIDIA GeForce RTX 4050,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,85,4,0,2.0
62,Lenovo,Legion Y9000X 2023 Laptop,28606080,80,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",32GB,DDR5,1TB,SSD,8GB NVIDIA GeForce RTX 4060,16.0,3200.0,2000.0,Windows 11 OS,1,32.0,1.0,95,4,0,2.0
63,Asus,TUF Gaming F17 FX707ZC4-HX067W Gaming Laptop,14014080,75,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16GB,DDR5,512GB,SSD,4GB NVIDIA GeForce RTX 3050,17.3,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,75,4,0,2.0
64,Dell,Inspiron 5430 Laptop,16222080,66,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16GB,LPDDR5,1TB,SSD,Intel Iris Xe Graphics,14.0,1920.0,1200.0,Windows 11 OS,1,16.0,1.0,85,2,0,2.0
65,Asus,Vivobook 15 X1502ZA-EJ741WS Laptop,11710080,67,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16GB,DDR4,512GB,SSD,Intel Iris Xe,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,85,2,0,2.0
66,Infinix,INBook X2 Slim Series XL23 Laptop,6526080,69,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16GB,LPDDR4X,512GB,SSD,Intel Integrated Iris Xe,14.0,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,75,2,0,2.0
67,Asus,VivoBook 14 X415EA-EK344WS Notebook,6910080,64,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",16GB,DDR4,512GB,SSD,Intel Integrated Intel UHD,14.0,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,60,2,0,2.0
68,Acer,Aspire 7 A715-76G NH.QMFSI.004 Gaming Laptop,11710080,70,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce GTX 3050,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,75,4,0,2.0
69,Xiaomi,Redmi Book 14 2023 Laptop,8446080,69,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16GB,DDR5,512GB,SSD,Intel Iris Xe Graphics,14.0,2880.0,1800.0,Windows 11 OS,1,16.0,512.0,75,2,0,2.0
70,Asus,Vivobook 16X 2023 K3605ZF-MB541WS Laptop,12094080,72,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 2050,16.0,1920.0,1200.0,Windows 11 OS,1,16.0,512.0,75,4,0,2.0
71,MSI,GF63 Thin 11UC-1294IN Gaming Laptop,12670080,76,11th Gen Intel Core i7 11800H,"Octa Core, 16 Threads",16GB,DDR4,1TB,Hard-Disk,4GB NVIDIA GeForce RTX 3050,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,1.0,85,4,0,2.0
72,Infinix,INBook Y1 Plus Neo XL30 Laptop,4606080,69,11th Gen Intel Celeron N5100,"Quad Core, 4 Threads",8GB,LPDDR4X,512GB,SSD,Intel Integrated UHD,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,40,2,0,2.0
74,Asus,TUF Gaming F15 FX506HC-HN362WS Gaming Laptop,11902080,72,11th Gen Intel Core i5 11400H ,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,75,4,0,2.0
75,Dell,Inspiron 3525 Laptop,7102080,62,5th Gen AMD Ryzen 3 5425U,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Radeon Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,60,3,0,2.0
76,Asus,Vivobook 16X 2022 M1603QA-MB511WS Laptop,9786240,65,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,AMD Radeon Vega 7 Graphics,16.0,1920.0,1200.0,Windows 11 OS,1,16.0,512.0,75,3,0,2.0
77,Dell,Precision 5550 Laptop,35519808,70,10th Gen Intel Core i7 10750H,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA ,15.6,1920.0,1200.0,Windows 10 OS,0,16.0,512.0,85,1,0,2.0
78,HP,Omen 16-XD0007ax Gaming Laptop,21118080,76,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16GB,DDR5,1TB,SSD,6GB NVIDIA GeForce RTX 4050,16.1,1920.0,1080.0,Windows 11 OS,1,16.0,1.0,85,4,0,2.0
79,Zebronics,Pro Series Z ZEB-NBC 4S Laptop,8254080,69,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,512GB,SSD,Intel Integrated,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,75,1,0,2.0
80,HP,15s-fq5185TU Laptop,7516800,69,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,60,2,0,2.0
81,Acer,Swift Go NXKPZSI002 Laptop,17855808,64,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",16GB,LPDDR5,512GB,SSD,Intel Integrated Iris Xe,14.0,2880.0,1800.0,Windows 11 OS,1,16.0,512.0,75,2,0,2.0
82,HP,Victus 16-s0095AX Gaming Laptop,15550080,76,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16GB,DDR5,512GB,SSD,6GB NVIDIA GeForce RTX 3050,16.1,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,85,4,0,2.0
83,HP,Victus 15-FB1001AX Gaming Laptop,10723200,70,7th Gen AMD Ryzen 5 7535HS,"Hexa Core, 12 Threads",8GB,DDR5,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,75,4,0,2.0
84,Acer,Aspire Lite AL15-51 UN.431SI.288 Laptop,7486080,64,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,Intel Iris XE Graphics ,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,75,2,0,2.0
85,MSI,Thin GF63 11UCX-1492IN Gaming Laptop,10366080,73,11th Gen Intel Core i5 11260H,"Hexa Core, 12 Threads",16GB,DDR4,1TB,Hard-Disk,GB NVIDIA GeForce RTX 2050,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,1.0,75,4,0,2.0
86,Infinix,INBook X3 Slim XL422 Laptop,7486080,69,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR4X,512GB,SSD,Intel Integrated Iris Xe,14.0,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,75,2,0,2.0
87,HP,Omen 16-xf0060AX Gaming Laptop,26732928,80,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16GB,DDR5,1TB,SSD,8GB NVIDIA GeForce RTX 4060,16.0,1920.0,1080.0,Windows 11 OS,1,16.0,1.0,85,4,0,2.0
88,MSI,Thin GF63 11UC-1490IN Gaming Laptop,11134080,73,11th Gen Intel Core i5 11260H,"Hexa Core, 12 Threads",16GB,DDR4,1TB,Hard-Disk,4GB NVIDIA GeForce RTX 3050,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,1.0,75,4,0,2.0
89,Lenovo,LOQ 2023 Gaming Laptop,17279808,64,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",8GB,DDR5,512GB,SSD,8GB NVIDIA GeForce RTX 4060,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,75,4,0,2.0
90,Acer,One 14 Z8-415 ‎2023 Laptop,7294080,60,11th Gen Intel Core i5  1135G7,"Quad Core, 8 Threads",16GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,14.0,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,75,2,0,2.0
91,Asus,VivoBook 14 X415EA-EK326WS Notebook,5950080,69,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,Intel Integrated Intel UHD,14.0,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,60,2,0,2.0
92,Dell,G15-5530 GN5530D83M6002ORB1 Gaming Laptop,17854080,71,13th Gen Intel Core i5 13450HX,"10 Cores (6P + 4E), 16 Threads",16GB,DDR5,512GB,SSD,6GB NVIDIA GeForce RTX 3050,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,75,4,0,2.0
93,HP,15s-fr5009TU Laptop,8254080,69,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,60,2,0,2.0
94,Asus,TUF Gaming F15 FX506HF-HN025W Gaming Laptop,11345088,72,11th Gen Intel Core i5 11400H ,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,75,4,0,2.0
95,HP,Victus 15-fa0998TX Gaming Laptop,14015808,72,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,75,4,0,2.0
96,HP,Omen 16-n0123AX Gaming Laptop,24334464,77,6th Gen AMD Ryzen 7  6800H,"Octa Core, 16 Threads",16GB,DDR5,1TB,SSD,8GB NVIDIA GeForce RTX 3070 Ti ,16.1,2560.0,1440.0,Windows 11 OS,1,16.0,1.0,85,4,0,2.0
